settlement_txs,trade_rows,txs_with_usd,tx_usd_coverage_pct,total_usd_notional_proxy,p50_usd,p90_usd,p95_usd,p99_usd
1.286721e+06,2.956682e+06,1.285403e+06,99.897569092289626,8.727131283540064e+08,23.29761622483605,758.7585057379812,1775.9093245885115,10410.10784133416
