certified_per_keyper_resistance_usd,total_stress_targets,covered_stress_targets,empirical_certificate_coverage,empirical_certificate_coverage_pct
3600,1.46317e+06,1.435712e+06,0.9812338962663258,98.12338962663259
3625,1.46317e+06,1.435933e+06,0.9813849381821661,98.13849381821662
3650,1.46317e+06,1.436246e+06,0.9815988572756412,98.15988572756413
3675,1.46317e+06,1.436526e+06,0.9817902225988778,98.17902225988777
3700,1.46317e+06,1.436752e+06,0.9819446817526329,98.1944681752633
3725,1.46317e+06,1.436945e+06,0.9820765871361496,98.20765871361496
3750,1.46317e+06,1.437167e+06,0.9822283124995729,98.22283124995728
3775,1.46317e+06,1.437314e+06,0.982328779294272,98.2328779294272
3800,1.46317e+06,1.437447e+06,0.9824196778228094,98.24196778228094
3825,1.46317e+06,1.4376e+06,0.9825242453030065,98.25242453030064
3850,1.46317e+06,1.437788e+06,0.9826527334486082,98.26527334486082
3875,1.46317e+06,1.438013e+06,0.9828065091547804,98.28065091547803
3900,1.46317e+06,1.43818e+06,0.9829206449011393,98.29206449011393
3925,1.46317e+06,1.438518e+06,0.9831516501841892,98.31516501841891
3950,1.46317e+06,1.438658e+06,0.9832473328458073,98.32473328458074
3975,1.46317e+06,1.438962e+06,0.9834551009110356,98.34551009110356
4000,1.46317e+06,1.439442e+06,0.9837831557508697,98.37831557508697
4025,1.46317e+06,1.439685e+06,0.9839492335135357,98.39492335135357
4050,1.46317e+06,1.439858e+06,0.9840674699453925,98.40674699453925
4075,1.46317e+06,1.439991e+06,0.9841583684739299,98.415836847393
4100,1.46317e+06,1.440097e+06,0.9842308139177266,98.42308139177266
4125,1.46317e+06,1.440263e+06,0.9843442662165025,98.43442662165025
4150,1.46317e+06,1.440345e+06,0.9844003089183075,98.44003089183074
4175,1.46317e+06,1.440455e+06,0.9844754881524361,98.44754881524362
4200,1.46317e+06,1.440548e+06,0.984539048777654,98.4539048777654
4225,1.46317e+06,1.440669e+06,0.9846217459351955,98.46217459351955
4250,1.46317e+06,1.440739e+06,0.9846695872660046,98.46695872660047
4275,1.46317e+06,1.440809e+06,0.9847174285968138,98.47174285968137
4300,1.46317e+06,1.440897e+06,0.9847775719841166,98.47775719841167
4325,1.46317e+06,1.441045e+06,0.9848787222263988,98.48787222263988
4350,1.46317e+06,1.441141e+06,0.9849443331943657,98.49443331943657
4375,1.46317e+06,1.441224e+06,0.9850010593437536,98.50010593437537
4400,1.46317e+06,1.441334e+06,0.9850762385778823,98.50762385778823
4425,1.46317e+06,1.4414e+06,0.9851213461183594,98.51213461183595
4450,1.46317e+06,1.441479e+06,0.9851753384774155,98.51753384774155
4475,1.46317e+06,1.441579e+06,0.9852436832357142,98.52436832357142
4500,1.46317e+06,1.441755e+06,0.9853639700103201,98.536397001032
4525,1.46317e+06,1.441889e+06,0.9854555519864404,98.54555519864404
4550,1.46317e+06,1.441993e+06,0.9855266305350711,98.55266305350712
4575,1.46317e+06,1.442067e+06,0.9855772056562122,98.55772056562122
4600,1.46317e+06,1.442257e+06,0.9857070606969799,98.57070606969799
4625,1.46317e+06,1.442341e+06,0.9857644702939508,98.57644702939508
4650,1.46317e+06,1.442415e+06,0.9858150454150919,98.58150454150919
4675,1.46317e+06,1.442515e+06,0.9858833901733907,98.58833901733907
4700,1.46317e+06,1.442611e+06,0.9859490011413574,98.59490011413574
4725,1.46317e+06,1.442672e+06,0.9859906914439197,98.59906914439198
4750,1.46317e+06,1.44272e+06,0.9860234969279031,98.60234969279031
4775,1.46317e+06,1.442788e+06,0.9860699713635462,98.60699713635462
4800,1.46317e+06,1.442855e+06,0.9861157623516065,98.61157623516064
4825,1.46317e+06,1.442919e+06,0.9861595029969177,98.61595029969176
4850,1.46317e+06,1.442961e+06,0.9861882077954032,98.61882077954031
4875,1.46317e+06,1.443007e+06,0.9862196463842205,98.62196463842206
4900,1.46317e+06,1.443071e+06,0.9862633870295318,98.62633870295318
4925,1.46317e+06,1.443129e+06,0.986303026989345,98.6303026989345
4950,1.46317e+06,1.443198e+06,0.9863501848725712,98.63501848725711
4975,1.46317e+06,1.443313e+06,0.9864287813446148,98.64287813446148
5000,1.46317e+06,1.443498e+06,0.9865552191474675,98.65552191474674
5025,1.46317e+06,1.443677e+06,0.9866775562648222,98.66775562648223
5050,1.46317e+06,1.443769e+06,0.9867404334424571,98.67404334424572
5075,1.46317e+06,1.443854e+06,0.986798526487011,98.67985264870111
5100,1.46317e+06,1.443932e+06,0.9868518353984841,98.68518353984841
5125,1.46317e+06,1.444014e+06,0.9869078781002891,98.69078781002891
5150,1.46317e+06,1.444096e+06,0.986963920802094,98.6963920802094
5175,1.46317e+06,1.444146e+06,0.9869980931812434,98.69980931812435
5200,1.46317e+06,1.444234e+06,0.9870582365685464,98.70582365685463
5225,1.46317e+06,1.444316e+06,0.9871142792703513,98.71142792703513
5250,1.46317e+06,1.444399e+06,0.9871710054197393,98.71710054197393
5275,1.46317e+06,1.444465e+06,0.9872161129602165,98.72161129602165
