n,subset_states,wall_seconds,peak_mib,optimum
8,256,0.00048041499985629343,0.007622718811035156,17.51687264719981
10,1024,0.005880336000245734,0.020234107971191406,24.55673402547717
12,4096,0.030511046000356146,0.0700845718383789,18.449537292899326
14,16384,0.18640989400000763,0.2693185806274414,15.77876045099817
16,65536,0.8836723119998169,1.0661859512329102,17.928713419195713
18,262144,4.148100539999632,4.253846168518066,34.09787183546283
