trial,order,absolute_interaction_mass,normalized_mass
70,7,7.105427357601002e-15,3.1685925635036743e-16
71,1,10.176170358987582,0.4089717195200943
71,2,2.567656820244702,0.1031919659231655
71,3,1.7487093954616686,0.07027915838410306
71,4,30.410142459518003,1.2221580234784357
71,5,18.09820836873169,0.7273517576537059
71,6,2.6645352591003757e-14,1.0708542881986656e-15
71,7,3.552713678800501e-15,1.427805717598221e-16
72,1,4.685285760302275,0.14406426660009092
72,2,17.250314603753658,0.5304167235789429
72,3,23.496696620256337,0.722481944389167
72,4,34.614090724737295,1.0643221885289171
72,5,69.6578691374027,2.1418565149711593
72,6,48.58079878816985,1.4937738072592492
72,7,11.098916317932996,0.3412720848206366
73,1,10.920849704135435,0.5800214168574119
73,2,5.039038444591558,0.26763029410836014
73,3,2.8222672088930345,0.1498945109218445
73,4,11.635217723989165,0.6179624894166543
73,5,6.1264616925422,0.32538484527310885
73,6,2.4868995751603507e-14,1.3208267252504931e-15
73,7,1.0658141036401503e-14,5.660685965359256e-16
74,1,11.689995609289635,0.35306950421724664
74,2,2.3128198155613404,0.06985341765014466
74,3,51.162322108864146,1.5452405890747314
74,4,91.44569558394629,2.7619074875415746
74,5,105.07784088954337,3.1736351686571966
74,6,74.49965780908423,2.2500912854154853
74,7,19.879431918097428,0.6004126439419321
75,1,3.0521033031113767,0.12441821808775
75,2,10.964039200514055,0.44694628094061545
75,3,10.964039200514058,0.4469462809406156
75,4,95.85283596664641,3.9074165797304747
75,5,166.0812062520358,6.7702583063546875
75,6,111.71707425348515,4.554118235259566
75,7,26.82252779580571,1.0934135517501224
76,1,6.5605117095742305,1.0
76,2,5.329070518200751e-15,8.12294948033345e-16
76,3,1.7763568394002505e-15,2.707649826777817e-16
76,4,3.552713678800501e-15,5.415299653555634e-16
76,5,0.0,0.0
76,6,0.0,0.0
76,7,0.0,0.0
77,1,14.627126117927887,0.5364730621463957
77,2,2.7694269200469677,0.1015731270934532
77,3,19.02136987013907,0.697638924979631
77,4,42.47652932903037,1.5578941191028877
77,5,37.56151358717353,1.3776281171368632
