trial,maximum_retained_order,maximum_absolute_error,mean_absolute_error,maximum_relative_error
71,1,14.706162265206473,1.955300516530116,0.5264703931208711
71,2,12.506235650462834,1.384944694181044,0.45338300998159264
71,3,12.311934090786316,1.3350648921970099,0.4396735018227952
72,1,27.836906389595626,6.949339629804893,0.6889798365196238
72,2,10.928651891032043,2.6367609788664774,0.35731533603971777
72,3,14.019996466207651,0.9637167456919863,0.3568047694600161
73,1,7.90750626124461,1.4654727641560286,0.2248747855516149
73,2,3.950395879315863,0.4664123972875325,0.11676536080547795
73,3,5.508756031446971,0.5357491798573794,0.1566587860068066
74,1,21.41962011695752,5.144765591245506,0.435791496974011
74,2,19.10680030139618,4.566560637355171,0.3888860224683667
74,3,35.28917043045551,2.5164046732963907,0.7685354773186808
75,1,21.478896658315346,4.558887800162678,0.636063163993209
75,2,10.78118041407367,1.9378601132272972,0.41861509872032016
75,3,14.666176172290012,2.336792839345254,0.4343153453469926
76,1,3.552713678800501e-15,4.440892098500626e-16,2.0232175412179853e-16
76,2,7.105427357601002e-15,6.661338147750939e-16,3.7793901998894166e-16
76,3,3.552713678800501e-15,2.220446049250313e-16,1.8896950999447083e-16
77,1,12.638224465390607,2.5470912554006477,0.27110253606478135
77,2,9.86879754534364,1.8547345253889063,0.23872054019767758
77,3,12.71574357784312,1.0395990167452243,0.2953392339292318
78,1,7.293263416276442,1.4174163628409384,0.24586652533164666
78,2,4.62606127786972,0.575783112782424,0.15936045204411636
78,3,1.9955336320752153,0.2305340326849596,0.07740972736955075
79,1,23.686225436062525,6.804820995391602,0.5781925412254865
79,2,6.947891111847795,1.6638813892804727,0.2525763249524174
79,3,24.249353574840192,1.953208918861041,0.6175154223624478
80,1,10.914601929144478,2.5573353976171664,0.3602373559683207
80,2,5.056339526089047,1.0927697968533083,0.19091155776835136
80,3,7.510722284239314,0.5518574533879166,0.2632918304645527
81,1,8.47755065135674,1.025183814399439,0.30004096045878376
81,2,7.222893547766127,0.7246475364121703,0.2556356200616117
81,3,6.808428310440128,0.6597113838360358,0.2409666958642473
82,1,6.100003241350716,0.8757636339956539,0.22519498204403587
82,2,6.029307410832828,0.8580896763661796,0.22258509059739837
82,3,1.8112403494712943,0.25562226969251567,0.082398753263399
83,1,10.293502309456876,1.9135852089904621,0.35407555509425226
83,2,10.033299622909439,1.8485345373536037,0.3485482976803391
83,3,14.661444435468095,1.0247734596592502,0.5455069659084719
84,1,10.881590078161583,1.9377020498133866,0.29290454332528676
84,2,8.410580578824451,1.169834719291011,0.2391137869871385
84,3,6.119950046452882,0.7109401183355397,0.1818102124295867
85,1,4.871800074769904,0.8478226763980765,0.1959972355704376
85,2,2.8332027091199947,0.2581706875919152,0.12061015271912238
85,3,1.5356744167693464,0.09597965104808415,0.06537404660005057
86,1,15.992256847165706,3.186414528397246,0.4262262483285414
86,2,9.964755675480745,1.5939984576384911,0.3146038372535455
86,3,10.643340290500937,0.7741452129933011,0.3223690212512768
87,1,17.25052725658907,4.518049282310928,0.4352634724571113
87,2,9.277325191462502,1.2119714751207906,0.27350726099114947
87,3,7.05197207496084,0.6131107190965445,0.19526131399131197
88,1,5.528374944428201,0.9297686260511471,0.19185236966012856
88,2,3.931092699352014,0.5304480647821004,0.1364215447225461
88,3,1.610242651473584,0.216524760770972,0.08349668101345435
89,1,15.297722280951767,3.3252011840485913,0.4287681438897599
89,2,12.505525087292327,2.6271518856337313,0.3646129403983517
89,3,11.63230785762525,1.000776643147342,0.3524012478856952
90,1,15.254368424929545,2.24192125246807,0.3074037559767664
90,2,14.651054010452732,2.091092648848864,0.29524585393330943
90,3,12.577489552520184,1.8318970916072959,0.25345969243043903
91,1,15.700564677339589,3.7584985620749727,0.37687434111868345
91,2,8.002326555710901,1.2050815703895532,0.2483798706428116
91,3,11.268485889880928,0.8725530696324861,0.29068271145323915
92,1,8.287542931372332,1.4722375458000512,0.24067786776577632
