trial,seed,dimension,alternative_count,repetition,true_class,predicted_class,l1_distance,construction_epsilon,construction_residual_l1,analytic_separation_margin,ground_truth_witness_valid,tolerance,runtime_ms,coefficient_sum
484,20260725,10,8,4,near_boundary,separable,1.99999999994429e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.34109999251086265,1.0
485,20260725,10,8,5,near_boundary,separable,2.000000000395692e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.34919999598059803,1.0000000000000002
486,20260725,10,8,6,near_boundary,separable,1.9999999999323744e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.34410000080242753,1.0000000000000002
487,20260725,10,8,7,near_boundary,separable,2.000000000064978e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.34550001146271825,1.0
488,20260725,10,8,8,near_boundary,separable,2.0000000001635503e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3341999981785193,0.9999999999999997
489,20260725,10,8,9,near_boundary,separable,2.000000000074742e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3513999981805682,1.0
490,20260725,10,8,10,near_boundary,separable,1.9999999999993882e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3271000023232773,1.0
491,20260725,10,8,11,near_boundary,separable,2.0000000001112842e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32279999868478626,1.0
492,20260725,10,8,12,near_boundary,separable,2.0000000000228169e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32639999699313194,1.0
493,20260725,10,8,13,near_boundary,separable,1.9999999998524354e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3304999991087243,1.0000000000000002
494,20260725,10,8,14,near_boundary,separable,2.0000000003640033e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.34690000757109374,1.0
495,20260725,10,8,15,near_boundary,separable,2.0000000000353402e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3389999910723418,1.0
496,20260725,10,8,16,near_boundary,separable,1.9999999999092488e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3304999991087243,1.0
497,20260725,10,8,17,near_boundary,separable,2.0000000003050286e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32530000316910446,0.9999999999999999
498,20260725,10,8,18,near_boundary,separable,2.000000000233191e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3507000074023381,1.0000000000000002
499,20260725,10,8,19,near_boundary,separable,1.9999999999712363e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.33889999031089246,0.9999999999999994
500,20260725,10,8,20,near_boundary,separable,2.0000000000228166e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3308000013930723,1.0
501,20260725,10,8,21,near_boundary,separable,1.9999999999881216e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3294000052846968,1.0
502,20260725,10,8,22,near_boundary,separable,2.0000000000757575e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3352000057930127,1.0000000000000002
503,20260725,10,8,23,near_boundary,separable,1.9999999999840513e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3257000062149018,0.9999999999999999
504,20260725,10,8,24,near_boundary,separable,1.999999999653053e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3426999901421368,1.0000000000000002
505,20260725,10,8,25,near_boundary,separable,1.9999999999881224e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.34339999547228217,1.0
506,20260725,10,8,26,near_boundary,separable,1.9999999997714672e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32720000308472663,1.0
507,20260725,10,8,27,near_boundary,separable,1.999999996214724e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.33819999953266233,1.0
508,20260725,10,8,28,near_boundary,separable,2.0000000000851707e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3311000036774203,1.0
509,20260725,10,8,29,near_boundary,separable,2.00000000003519e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.34899999445769936,1.0
510,20260725,10,8,30,near_boundary,separable,1.999999999993823e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.35339999885763973,0.9999999999999999
511,20260725,10,8,31,near_boundary,separable,2.0000000000117911e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3558000025805086,1.0
512,20260725,10,8,32,near_boundary,separable,2.0000000000345266e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3228999994462356,1.0
513,20260725,10,8,33,near_boundary,separable,2.0000000000379584e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32219999411609024,1.0
514,20260725,10,8,34,near_boundary,separable,2.0000000001086557e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3333999920869246,1.0000000000000004
515,20260725,10,8,35,near_boundary,separable,1.9999999999881219e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.33650000113993883,1.0
516,20260725,10,8,36,near_boundary,separable,1.9999999997285732e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3431999939493835,0.9999999999999998
517,20260725,10,8,37,near_boundary,separable,2.0000000000228169e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.33429999893996865,1.0
518,20260725,10,8,38,near_boundary,separable,2.0000000000539215e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32300000020768493,1.0
519,20260725,10,8,39,near_boundary,separable,1.999999999723289e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.33260000054724514,1.0
520,20260725,10,8,40,near_boundary,separable,1.999999999616536e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.33059999987017363,1.0000000000000002
521,20260725,10,8,41,near_boundary,separable,2.0000000000054696e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.34389999927952886,1.0
522,20260725,10,8,42,near_boundary,separable,2.0000000000159644e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3259000077378005,1.0
523,20260725,10,8,43,near_boundary,separable,2.0000000000865537e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.31960000342223793,0.9999999999999999
524,20260725,10,8,44,near_boundary,separable,1.9999999996446053e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32699998700991273,1.0
525,20260725,10,8,45,near_boundary,separable,2.0000000001338266e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32920000376179814,1.0
526,20260725,10,8,46,near_boundary,separable,2.0000000000356608e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3269000008003786,1.0
527,20260725,10,8,47,near_boundary,separable,1.9999999997670722e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3316999936942011,1.0
528,20260725,10,8,48,near_boundary,separable,1.999999999760614e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3288000007160008,1.0000000000000002
529,20260725,10,8,49,near_boundary,separable,1.9999999993355907e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32959999225568026,1.0000000000000004
530,20260725,10,8,50,near_boundary,separable,2.0000000000030956e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3315999929327518,1.0
531,20260725,10,8,51,near_boundary,separable,2.0000000000230032e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3277999931015074,1.0
532,20260725,10,8,52,near_boundary,separable,1.999999999757979e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3635000030044466,1.0
533,20260725,10,8,53,near_boundary,separable,2.0000000000024208e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.348299989127554,1.0
534,20260725,10,8,54,near_boundary,separable,2.0000000001149338e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3296000068075955,1.0
535,20260725,10,8,55,near_boundary,separable,2.000000000063822e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3245999978389591,0.9999999999999998
536,20260725,10,8,56,near_boundary,separable,1.9999999998464477e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3209999995306134,1.0
537,20260725,10,8,57,near_boundary,separable,2.0000000005396393e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.32920000376179814,0.9999999999999999
538,20260725,10,8,58,near_boundary,separable,1.999999999988123e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.33490000350866467,1.0
539,20260725,10,8,59,near_boundary,separable,1.9999999997225368e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.3419999993639067,0.9999999999999993
540,20260725,20,12,0,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.5250999965937808,1.0000000000000002
541,20260725,20,12,1,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.46830000064801425,0.9999999999999999
542,20260725,20,12,2,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.48129999777302146,0.9999999999999998
543,20260725,20,12,3,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4741000011563301,1.0000000000000007
544,20260725,20,12,4,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4538000066531822,1.0
545,20260725,20,12,5,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.44680001155938953,0.9999999999999998
546,20260725,20,12,6,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4498000052990392,1.0
547,20260725,20,12,7,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.44830000842921436,0.9999999999999997
548,20260725,20,12,8,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4430999979376793,1.0000000000000016
549,20260725,20,12,9,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4642999992938712,1.0000000000000002
550,20260725,20,12,10,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.45419999514706433,0.9999999999999999
551,20260725,20,12,11,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.47790000098757446,1.0000000000000002
552,20260725,20,12,12,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.45870000030845404,0.9999999999999997
553,20260725,20,12,13,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4419000033522025,1.0
554,20260725,20,12,14,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.43879999429918826,0.9999999999999999
555,20260725,20,12,15,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.45000000682193786,1.0
556,20260725,20,12,16,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4524999967543408,1.0
557,20260725,20,12,17,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4377000004751608,1.0
558,20260725,20,12,18,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.45140000293031335,1.0
559,20260725,20,12,19,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4645000008167699,1.0
560,20260725,20,12,20,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.46549999387934804,1.0000000000000004
561,20260725,20,12,21,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4381000035209581,0.9999999999999997
562,20260725,20,12,22,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4437000025063753,1.0000000000000007
563,20260725,20,12,23,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4619999963324517,1.0000000000000002
564,20260725,20,12,24,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4498999915085733,1.0
565,20260725,20,12,25,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4453000001376495,1.0
566,20260725,20,12,26,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.447900005383417,0.9999999999999971
567,20260725,20,12,27,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.458399998024106,0.9999999999999994
568,20260725,20,12,28,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4634000069927424,0.9999999999999999
569,20260725,20,12,29,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.46799999836366624,0.9999999999999999
570,20260725,20,12,30,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4655999946407974,0.9999999999999998
571,20260725,20,12,31,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.45229999523144215,1.0000000000000007
572,20260725,20,12,32,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.45200000749900937,1.0
573,20260725,20,12,33,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.44800000614486635,1.0
574,20260725,20,12,34,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.45849999878555536,1.0000000000000004
575,20260725,20,12,35,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.44450000859797,0.9999999999999997
576,20260725,20,12,36,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4600999964168295,0.9999999999999998
577,20260725,20,12,37,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4693999944720417,1.0
578,20260725,20,12,38,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4393999988678843,0.9999999999999998
579,20260725,20,12,39,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4625000001396984,1.0000000000000007
580,20260725,20,12,40,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4698999982792884,1.0
581,20260725,20,12,41,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.44829999387729913,0.9999999999999998
582,20260725,20,12,42,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.44609999167732894,1.0
583,20260725,20,12,43,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.5342000076780096,1.0
584,20260725,20,12,44,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4715999966720119,1.0
585,20260725,20,12,45,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4757999995490536,1.0
586,20260725,20,12,46,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4521999944699928,0.9999999999999999
587,20260725,20,12,47,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4312999953981489,0.9999999999999998
588,20260725,20,12,48,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4528999998001382,1.0000000000000002
589,20260725,20,12,49,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4552000027615577,1.0000000000000002
590,20260725,20,12,50,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4486999969230965,0.9999999999999997
591,20260725,20,12,51,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.43539999751374125,1.0
592,20260725,20,12,52,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.45339998905546963,1.0000000000000002
593,20260725,20,12,53,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4383999912533909,1.0
594,20260725,20,12,54,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4501000075833872,1.0
595,20260725,20,12,55,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4417000018293038,1.0000000000000002
596,20260725,20,12,56,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4425000079208985,1.0000000000000002
597,20260725,20,12,57,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4434000002220273,0.9999999999999999
598,20260725,20,12,58,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.4621999978553504,0.9999999999999999
599,20260725,20,12,59,replaceable,replaceable,0.0,0.0,0.0,,True,1e-08,0.46300000394694507,0.9999999999999999
600,20260725,20,12,0,separable,separable,1.7078147898877594,0.0,,0.8539073949438798,True,1e-08,0.458099995739758,1.0
601,20260725,20,12,1,separable,separable,1.4879460412046144,0.0,,0.7439730206023074,True,1e-08,0.40630000876262784,1.0
602,20260725,20,12,2,separable,separable,1.9038711679059745,0.0,,0.9519355839529874,True,1e-08,0.44979999074712396,1.0
603,20260725,20,12,3,separable,separable,1.820746615487124,0.0,,0.910373307743562,True,1e-08,0.4084999964106828,1.0
604,20260725,20,12,4,separable,separable,1.853444155122986,0.0,,0.926722077561493,True,1e-08,0.43759999971371144,1.0
605,20260725,20,12,5,separable,separable,1.7674136035607628,0.0,,0.8837068017803813,True,1e-08,0.44830000842921436,1.0
606,20260725,20,12,6,separable,separable,1.8750766120004638,0.0,,0.9375383060002319,True,1e-08,0.43060000461991876,1.0
607,20260725,20,12,7,separable,separable,1.530514744793468,0.0,,0.765257372396734,True,1e-08,0.384599989047274,1.0
608,20260725,20,12,8,separable,separable,1.6300805534158365,0.0,,0.8150402767079183,True,1e-08,0.3735999925993383,1.0
609,20260725,20,12,9,separable,separable,1.8135163490554962,0.0,,0.906758174527748,True,1e-08,0.4388999950606376,1.0
610,20260725,20,12,10,separable,separable,1.777007320150129,0.0,,0.8885036600750646,True,1e-08,0.43989998812321573,1.0
611,20260725,20,12,11,separable,separable,1.6915841055502294,0.0,,0.8457920527751147,True,1e-08,0.4425000079208985,1.0
612,20260725,20,12,12,separable,separable,1.6150987506983292,0.0,,0.8075493753491647,True,1e-08,0.40049999370239675,1.0
613,20260725,20,12,13,separable,separable,1.6457813347291006,0.0,,0.8228906673645504,True,1e-08,0.43429998913779855,1.0
614,20260725,20,12,14,separable,separable,1.7336384551610573,0.0,,0.8668192275805287,True,1e-08,0.38839998887851834,1.0
615,20260725,20,12,15,separable,separable,1.8217188720217699,0.0,,0.910859436010885,True,1e-08,0.42830000165849924,1.0
616,20260725,20,12,16,separable,separable,1.7757508751398685,0.0,,0.8878754375699343,True,1e-08,0.4211000050418079,1.0
617,20260725,20,12,17,separable,separable,1.6472214437986015,0.0,,0.8236107218993008,True,1e-08,0.4538999928627163,1.0
618,20260725,20,12,18,separable,separable,1.7542834439912431,0.0,,0.8771417219956216,True,1e-08,0.4377000004751608,1.0
619,20260725,20,12,19,separable,separable,1.7601275018154119,0.0,,0.8800637509077059,True,1e-08,0.4301000008126721,1.0
620,20260725,20,12,20,separable,separable,1.650671752828732,0.0,,0.8253358764143661,True,1e-08,0.4276000108802691,1.0
621,20260725,20,12,21,separable,separable,1.6769363811529456,0.0,,0.8384681905764728,True,1e-08,0.4493999877013266,1.0
622,20260725,20,12,22,separable,separable,1.6818789283574125,0.0,,0.8409394641787062,True,1e-08,0.4456000024219975,1.0
623,20260725,20,12,23,separable,separable,1.67947927122271,0.0,,0.8397396356113549,True,1e-08,0.4234999942127615,1.0
624,20260725,20,12,24,separable,separable,1.7660965236426232,0.0,,0.8830482618213116,True,1e-08,0.37740000698249787,1.0
625,20260725,20,12,25,separable,separable,1.7841223216486128,0.0,,0.8920611608243064,True,1e-08,0.4163999983575195,1.0
626,20260725,20,12,26,separable,separable,1.7864611845278369,0.0,,0.8932305922639183,True,1e-08,0.38639998820144683,1.0
627,20260725,20,12,27,separable,separable,1.7997987037205525,0.0,,0.8998993518602764,True,1e-08,0.4282000008970499,1.0
628,20260725,20,12,28,separable,separable,1.5151087902501357,0.0,,0.7575543951250678,True,1e-08,0.3978000022470951,1.0
629,20260725,20,12,29,separable,separable,1.7053606173742635,0.0,,0.8526803086871317,True,1e-08,0.43909999658353627,1.0
630,20260725,20,12,30,separable,separable,1.645106109587793,0.0,,0.8225530547938966,True,1e-08,0.39140001172199845,1.0
631,20260725,20,12,31,separable,separable,1.702976426232744,0.0,,0.851488213116372,True,1e-08,0.44809999235440046,1.0
632,20260725,20,12,32,separable,separable,1.7599165381279267,0.0,,0.8799582690639633,True,1e-08,0.4256999964127317,1.0
633,20260725,20,12,33,separable,separable,1.8110092661806072,0.0,,0.9055046330903036,True,1e-08,0.4199000104563311,1.0
634,20260725,20,12,34,separable,separable,1.3626277438463108,0.0,,0.6813138719231554,True,1e-08,0.374099996406585,1.0
635,20260725,20,12,35,separable,separable,1.817677381894961,0.0,,0.9088386909474804,True,1e-08,0.4326999915065244,1.0
636,20260725,20,12,36,separable,separable,1.6134832619205413,0.0,,0.8067416309602707,True,1e-08,0.4245000018272549,1.0
637,20260725,20,12,37,separable,separable,1.7509674885454256,0.0,,0.8754837442727129,True,1e-08,0.4241999995429069,1.0
638,20260725,20,12,38,separable,separable,1.71018716023035,0.0,,0.8550935801151751,True,1e-08,0.38920000952202827,1.0
639,20260725,20,12,39,separable,separable,1.8375910466139709,0.0,,0.9187955233069854,True,1e-08,0.45530000352300704,1.0
640,20260725,20,12,40,separable,separable,1.6930339634885614,0.0,,0.8465169817442807,True,1e-08,0.4454000008990988,1.0
641,20260725,20,12,41,separable,separable,1.8057851152278002,0.0,,0.9028925576139003,True,1e-08,0.4241999995429069,1.0
642,20260725,20,12,42,separable,separable,1.8149143090008273,0.0,,0.907457154500414,True,1e-08,0.42779999785125256,1.0
643,20260725,20,12,43,separable,separable,1.761115464104078,0.0,,0.880557732052039,True,1e-08,0.43960000039078295,1.0
644,20260725,20,12,44,separable,separable,1.802887640918429,0.0,,0.9014438204592143,True,1e-08,0.4447999963304028,1.0
645,20260725,20,12,45,separable,separable,1.829267832679418,0.0,,0.9146339163397091,True,1e-08,0.4321000014897436,1.0
646,20260725,20,12,46,separable,separable,1.6653411178490765,0.0,,0.832670558924538,True,1e-08,0.4226000019116327,1.0
647,20260725,20,12,47,separable,separable,1.8084077102633085,0.0,,0.9042038551316542,True,1e-08,0.4228000034345314,1.0
648,20260725,20,12,48,separable,separable,1.7040810639034418,0.0,,0.852040531951721,True,1e-08,0.4003000067314133,1.0
649,20260725,20,12,49,separable,separable,1.688457107062464,0.0,,0.844228553531232,True,1e-08,0.44770000386051834,1.0
650,20260725,20,12,50,separable,separable,1.6691721459969633,0.0,,0.8345860729984816,True,1e-08,0.4313000099500641,1.0
651,20260725,20,12,51,separable,separable,1.68854160110925,0.0,,0.8442708005546249,True,1e-08,0.4391999973449856,1.0
652,20260725,20,12,52,separable,separable,1.798890484163931,0.0,,0.8994452420819652,True,1e-08,0.46960001054685563,1.0
653,20260725,20,12,53,separable,separable,1.8059434384678648,0.0,,0.9029717192339322,True,1e-08,0.4354999982751906,1.0
654,20260725,20,12,54,separable,separable,1.789463491119136,0.0,,0.8947317455595678,True,1e-08,0.424899990321137,1.0
655,20260725,20,12,55,separable,separable,1.7684271772855717,0.0,,0.8842135886427857,True,1e-08,0.4241999995429069,1.0
656,20260725,20,12,56,separable,separable,1.7815546028718208,0.0,,0.8907773014359105,True,1e-08,0.378700002329424,1.0
657,20260725,20,12,57,separable,separable,1.8228230131397578,0.0,,0.9114115065698787,True,1e-08,0.4484999954001978,1.0
658,20260725,20,12,58,separable,separable,1.7460248321105816,0.0,,0.8730124160552909,True,1e-08,0.3963000053772703,1.0
659,20260725,20,12,59,separable,separable,1.5131706853596638,0.0,,0.7565853426798318,True,1e-08,0.3770000039367005,1.0
660,20260725,20,12,0,near_boundary,separable,2.0000000001802835e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4453000001376495,1.0000000000000009
661,20260725,20,12,1,near_boundary,separable,1.9999999999311245e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.44240000715944916,1.0000000000000002
662,20260725,20,12,2,near_boundary,separable,2.0000000000240694e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.42559999565128237,1.0
663,20260725,20,12,3,near_boundary,separable,2.00000000003359e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.42130000656470656,1.0
664,20260725,20,12,4,near_boundary,separable,2.0000000001391568e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.41540000529494137,1.0
665,20260725,20,12,5,near_boundary,separable,2.0000000002474384e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4307000053813681,1.0000000000000002
666,20260725,20,12,6,near_boundary,separable,1.999999999974427e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.42699999175965786,1.0
667,20260725,20,12,7,near_boundary,separable,1.9999999998343295e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4383000050438568,1.0
668,20260725,20,12,8,near_boundary,separable,1.9999999995923282e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.414399997680448,0.9999999999999998
669,20260725,20,12,9,near_boundary,separable,1.9999999999584334e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4178000090178102,1.0
670,20260725,20,12,10,near_boundary,separable,1.999999999996536e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.428599989390932,1.0
671,20260725,20,12,11,near_boundary,separable,2.0000000000626478e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4284000024199486,0.9999999999999996
672,20260725,20,12,12,near_boundary,separable,1.9999999999588945e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4010999982710928,1.0
673,20260725,20,12,13,near_boundary,separable,2.000000000236285e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.41519998922012746,0.9999999999999997
674,20260725,20,12,14,near_boundary,separable,2.0000000000446475e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.42019999818876386,1.0
675,20260725,20,12,15,near_boundary,separable,1.999999999988134e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4366000066511333,1.0000000000000002
676,20260725,20,12,16,near_boundary,separable,2.0000000000791318e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4352000105427578,0.9999999999999999
677,20260725,20,12,17,near_boundary,separable,2.000000000198841e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4211000050418079,1.0
678,20260725,20,12,18,near_boundary,separable,2.0000000000429376e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.42270000267308205,1.0
679,20260725,20,12,19,near_boundary,separable,2.0000000014233138e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4450999986147508,1.0000000000000004
680,20260725,20,12,20,near_boundary,separable,1.9999999999771957e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.43110000842716545,1.0000000000000002
681,20260725,20,12,21,near_boundary,separable,1.9999999999881224e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.40839999564923346,1.0
682,20260725,20,12,22,near_boundary,separable,1.999999999933626e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4337999998824671,1.0000000000000002
683,20260725,20,12,23,near_boundary,separable,2.0000000000547818e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.44410000555217266,0.9999999999999999
684,20260725,20,12,24,near_boundary,separable,1.999999999975786e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.41710000368766487,1.0
685,20260725,20,12,25,near_boundary,separable,1.9999999999612182e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4402999911690131,0.9999999999999999
686,20260725,20,12,26,near_boundary,separable,1.9999999999232762e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4406000080052763,1.0000000000000002
687,20260725,20,12,27,near_boundary,separable,2.0000000002376395e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4504999960772693,1.0
688,20260725,20,12,28,near_boundary,separable,1.9999999999648798e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.40869999793358147,1.0
689,20260725,20,12,29,near_boundary,separable,2.000000000059334e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.42019999818876386,1.0000000000000002
690,20260725,20,12,30,near_boundary,separable,1.9999999999674323e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.41810001130215824,1.0
691,20260725,20,12,31,near_boundary,separable,1.999999999988123e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4324000037740916,1.0
692,20260725,20,12,32,near_boundary,separable,1.9999999999781433e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4290000069886446,1.0
693,20260725,20,12,33,near_boundary,separable,2.000000000162159e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4292000085115433,1.0
694,20260725,20,12,34,near_boundary,separable,1.9999999999534284e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4273000085959211,1.0
695,20260725,20,12,35,near_boundary,separable,2.0000000000054696e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.41599999531172216,1.0
696,20260725,20,12,36,near_boundary,separable,1.9999999998846536e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.41200000850949436,1.0
697,20260725,20,12,37,near_boundary,separable,2.0000000000182236e-07,1e-07,,9.999999999940612e-08,True,1e-08,0.4219999973429367,1.0
