trial,seed,dimension,alternative_count,l1_distance,analytic_separation_margin,tolerance,classification
135,20260725,3,4,1.9999999998563585e-07,9.999999999940612e-08,1e-10,separable
135,20260725,3,4,1.9999999998563585e-07,9.999999999940612e-08,1e-08,separable
135,20260725,3,4,1.9999999998563585e-07,9.999999999940612e-08,1e-06,replaceable
136,20260725,3,4,2.0000000001879332e-07,9.999999999940612e-08,1e-10,separable
136,20260725,3,4,2.0000000001879332e-07,9.999999999940612e-08,1e-08,separable
136,20260725,3,4,2.0000000001879332e-07,9.999999999940612e-08,1e-06,replaceable
137,20260725,3,4,1.9999999996451418e-07,1.0000000000287557e-07,1e-10,separable
137,20260725,3,4,1.9999999996451418e-07,1.0000000000287557e-07,1e-08,separable
137,20260725,3,4,1.9999999996451418e-07,1.0000000000287557e-07,1e-06,replaceable
138,20260725,3,4,2.0000000005008415e-07,9.999999999940612e-08,1e-10,separable
138,20260725,3,4,2.0000000005008415e-07,9.999999999940612e-08,1e-08,separable
138,20260725,3,4,2.0000000005008415e-07,9.999999999940612e-08,1e-06,replaceable
139,20260725,3,4,2.0000000001521778e-07,1.0000000000287557e-07,1e-10,separable
139,20260725,3,4,2.0000000001521778e-07,1.0000000000287557e-07,1e-08,separable
139,20260725,3,4,2.0000000001521778e-07,1.0000000000287557e-07,1e-06,replaceable
140,20260725,3,4,1.9999999994677053e-07,9.999999999940612e-08,1e-10,separable
140,20260725,3,4,1.9999999994677053e-07,9.999999999940612e-08,1e-08,separable
140,20260725,3,4,1.9999999994677053e-07,9.999999999940612e-08,1e-06,replaceable
141,20260725,3,4,2.0000000010816567e-07,1.0000000000287557e-07,1e-10,separable
141,20260725,3,4,2.0000000010816567e-07,1.0000000000287557e-07,1e-08,separable
141,20260725,3,4,2.0000000010816567e-07,1.0000000000287557e-07,1e-06,replaceable
142,20260725,3,4,1.9999999999209016e-07,9.999999999940612e-08,1e-10,separable
142,20260725,3,4,1.9999999999209016e-07,9.999999999940612e-08,1e-08,separable
142,20260725,3,4,1.9999999999209016e-07,9.999999999940612e-08,1e-06,replaceable
143,20260725,3,4,2.0000000003043658e-07,9.999999999940612e-08,1e-10,separable
143,20260725,3,4,2.0000000003043658e-07,9.999999999940612e-08,1e-08,separable
143,20260725,3,4,2.0000000003043658e-07,9.999999999940612e-08,1e-06,replaceable
144,20260725,3,4,2.0000000004809929e-07,1.0000000000287557e-07,1e-10,separable
144,20260725,3,4,2.0000000004809929e-07,1.0000000000287557e-07,1e-08,separable
144,20260725,3,4,2.0000000004809929e-07,1.0000000000287557e-07,1e-06,replaceable
145,20260725,3,4,2.000000000422141e-07,9.999999999940612e-08,1e-10,separable
145,20260725,3,4,2.000000000422141e-07,9.999999999940612e-08,1e-08,separable
145,20260725,3,4,2.000000000422141e-07,9.999999999940612e-08,1e-06,replaceable
146,20260725,3,4,1.9999999991526935e-07,1.0000000000287557e-07,1e-10,separable
146,20260725,3,4,1.9999999991526935e-07,1.0000000000287557e-07,1e-08,separable
146,20260725,3,4,1.9999999991526935e-07,1.0000000000287557e-07,1e-06,replaceable
147,20260725,3,4,2.0000000002818147e-07,1.0000000000287557e-07,1e-10,separable
147,20260725,3,4,2.0000000002818147e-07,1.0000000000287557e-07,1e-08,separable
147,20260725,3,4,2.0000000002818147e-07,1.0000000000287557e-07,1e-06,replaceable
148,20260725,3,4,2.0000000001831896e-07,9.999999999940612e-08,1e-10,separable
148,20260725,3,4,2.0000000001831896e-07,9.999999999940612e-08,1e-08,separable
148,20260725,3,4,2.0000000001831896e-07,9.999999999940612e-08,1e-06,replaceable
149,20260725,3,4,1.9999999993293703e-07,1.0000000000287557e-07,1e-10,separable
149,20260725,3,4,1.9999999993293703e-07,1.0000000000287557e-07,1e-08,separable
149,20260725,3,4,1.9999999993293703e-07,1.0000000000287557e-07,1e-06,replaceable
150,20260725,3,4,2.0000000001733992e-07,1.0000000000287557e-07,1e-10,separable
150,20260725,3,4,2.0000000001733992e-07,1.0000000000287557e-07,1e-08,separable
150,20260725,3,4,2.0000000001733992e-07,1.0000000000287557e-07,1e-06,replaceable
151,20260725,3,4,2.000000000026413e-07,1.0000000000287557e-07,1e-10,separable
151,20260725,3,4,2.000000000026413e-07,1.0000000000287557e-07,1e-08,separable
151,20260725,3,4,2.000000000026413e-07,1.0000000000287557e-07,1e-06,replaceable
152,20260725,3,4,1.9999999996696076e-07,1.0000000000287557e-07,1e-10,separable
152,20260725,3,4,1.9999999996696076e-07,1.0000000000287557e-07,1e-08,separable
152,20260725,3,4,1.9999999996696076e-07,1.0000000000287557e-07,1e-06,replaceable
153,20260725,3,4,1.9999999998501746e-07,9.999999999940612e-08,1e-10,separable
153,20260725,3,4,1.9999999998501746e-07,9.999999999940612e-08,1e-08,separable
153,20260725,3,4,1.9999999998501746e-07,9.999999999940612e-08,1e-06,replaceable
154,20260725,3,4,2.000000000035028e-07,9.999999999940612e-08,1e-10,separable
154,20260725,3,4,2.000000000035028e-07,9.999999999940612e-08,1e-08,separable
154,20260725,3,4,2.000000000035028e-07,9.999999999940612e-08,1e-06,replaceable
155,20260725,3,4,2.0000000005920802e-07,1.0000000000287557e-07,1e-10,separable
155,20260725,3,4,2.0000000005920802e-07,1.0000000000287557e-07,1e-08,separable
155,20260725,3,4,2.0000000005920802e-07,1.0000000000287557e-07,1e-06,replaceable
156,20260725,3,4,1.9999999992351805e-07,1.0000000000287557e-07,1e-10,separable
156,20260725,3,4,1.9999999992351805e-07,1.0000000000287557e-07,1e-08,separable
156,20260725,3,4,1.9999999992351805e-07,1.0000000000287557e-07,1e-06,replaceable
157,20260725,3,4,1.999999999142284e-07,9.999999999940612e-08,1e-10,separable
157,20260725,3,4,1.999999999142284e-07,9.999999999940612e-08,1e-08,separable
157,20260725,3,4,1.999999999142284e-07,9.999999999940612e-08,1e-06,replaceable
158,20260725,3,4,1.9999999990652175e-07,9.999999999940612e-08,1e-10,separable
158,20260725,3,4,1.9999999990652175e-07,9.999999999940612e-08,1e-08,separable
158,20260725,3,4,1.9999999990652175e-07,9.999999999940612e-08,1e-06,replaceable
159,20260725,3,4,1.9999999995023998e-07,1.0000000000287557e-07,1e-10,separable
159,20260725,3,4,1.9999999995023998e-07,1.0000000000287557e-07,1e-08,separable
159,20260725,3,4,1.9999999995023998e-07,1.0000000000287557e-07,1e-06,replaceable
160,20260725,3,4,1.9999999993831842e-07,9.999999999940612e-08,1e-10,separable
160,20260725,3,4,1.9999999993831842e-07,9.999999999940612e-08,1e-08,separable
160,20260725,3,4,1.9999999993831842e-07,9.999999999940612e-08,1e-06,replaceable
161,20260725,3,4,1.9999999991088424e-07,1.0000000000287557e-07,1e-10,separable
161,20260725,3,4,1.9999999991088424e-07,1.0000000000287557e-07,1e-08,separable
161,20260725,3,4,1.9999999991088424e-07,1.0000000000287557e-07,1e-06,replaceable
162,20260725,3,4,2.0000000000373318e-07,1.0000000000287557e-07,1e-10,separable
162,20260725,3,4,2.0000000000373318e-07,1.0000000000287557e-07,1e-08,separable
162,20260725,3,4,2.0000000000373318e-07,1.0000000000287557e-07,1e-06,replaceable
163,20260725,3,4,1.9999999998549476e-07,1.0000000000287557e-07,1e-10,separable
163,20260725,3,4,1.9999999998549476e-07,1.0000000000287557e-07,1e-08,separable
163,20260725,3,4,1.9999999998549476e-07,1.0000000000287557e-07,1e-06,replaceable
164,20260725,3,4,1.9999999997033663e-07,9.999999999940612e-08,1e-10,separable
164,20260725,3,4,1.9999999997033663e-07,9.999999999940612e-08,1e-08,separable
164,20260725,3,4,1.9999999997033663e-07,9.999999999940612e-08,1e-06,replaceable
165,20260725,3,4,1.99999999895507e-07,9.999999999940612e-08,1e-10,separable
165,20260725,3,4,1.99999999895507e-07,9.999999999940612e-08,1e-08,separable
165,20260725,3,4,1.99999999895507e-07,9.999999999940612e-08,1e-06,replaceable
166,20260725,3,4,1.9999999993653012e-07,1.0000000000287557e-07,1e-10,separable
166,20260725,3,4,1.9999999993653012e-07,1.0000000000287557e-07,1e-08,separable
166,20260725,3,4,1.9999999993653012e-07,1.0000000000287557e-07,1e-06,replaceable
167,20260725,3,4,1.9999999997184414e-07,1.0000000000287557e-07,1e-10,separable
167,20260725,3,4,1.9999999997184414e-07,1.0000000000287557e-07,1e-08,separable
167,20260725,3,4,1.9999999997184414e-07,1.0000000000287557e-07,1e-06,replaceable
168,20260725,3,4,2.000000000473659e-07,1.0000000000287557e-07,1e-10,separable
168,20260725,3,4,2.000000000473659e-07,1.0000000000287557e-07,1e-08,separable
168,20260725,3,4,2.000000000473659e-07,1.0000000000287557e-07,1e-06,replaceable
169,20260725,3,4,1.9999999985853903e-07,1.0000000000287557e-07,1e-10,separable
169,20260725,3,4,1.9999999985853903e-07,1.0000000000287557e-07,1e-08,separable
169,20260725,3,4,1.9999999985853903e-07,1.0000000000287557e-07,1e-06,replaceable
170,20260725,3,4,1.999999999467705e-07,9.999999999940612e-08,1e-10,separable
170,20260725,3,4,1.999999999467705e-07,9.999999999940612e-08,1e-08,separable
170,20260725,3,4,1.999999999467705e-07,9.999999999940612e-08,1e-06,replaceable
171,20260725,3,4,2.0000000008932274e-07,9.999999999940612e-08,1e-10,separable
171,20260725,3,4,2.0000000008932274e-07,9.999999999940612e-08,1e-08,separable
171,20260725,3,4,2.0000000008932274e-07,9.999999999940612e-08,1e-06,replaceable
172,20260725,3,4,1.9999999998900434e-07,1.0000000000287557e-07,1e-10,separable
172,20260725,3,4,1.9999999998900434e-07,1.0000000000287557e-07,1e-08,separable
172,20260725,3,4,1.9999999998900434e-07,1.0000000000287557e-07,1e-06,replaceable
173,20260725,3,4,1.9999999996060856e-07,1.0000000000287557e-07,1e-10,separable
173,20260725,3,4,1.9999999996060856e-07,1.0000000000287557e-07,1e-08,separable
173,20260725,3,4,1.9999999996060856e-07,1.0000000000287557e-07,1e-06,replaceable
174,20260725,3,4,1.9999999993269962e-07,9.999999999940612e-08,1e-10,separable
174,20260725,3,4,1.9999999993269962e-07,9.999999999940612e-08,1e-08,separable
174,20260725,3,4,1.9999999993269962e-07,9.999999999940612e-08,1e-06,replaceable
175,20260725,3,4,1.9999999980950398e-07,9.999999999940612e-08,1e-10,separable
175,20260725,3,4,1.9999999980950398e-07,9.999999999940612e-08,1e-08,separable
175,20260725,3,4,1.9999999980950398e-07,9.999999999940612e-08,1e-06,replaceable
176,20260725,3,4,1.999999999974668e-07,9.999999999940612e-08,1e-10,separable
176,20260725,3,4,1.999999999974668e-07,9.999999999940612e-08,1e-08,separable
176,20260725,3,4,1.999999999974668e-07,9.999999999940612e-08,1e-06,replaceable
177,20260725,3,4,2.0000000000575105e-07,1.0000000000287557e-07,1e-10,separable
177,20260725,3,4,2.0000000000575105e-07,1.0000000000287557e-07,1e-08,separable
177,20260725,3,4,2.0000000000575105e-07,1.0000000000287557e-07,1e-06,replaceable
178,20260725,3,4,2.0000000009225014e-07,9.999999999940612e-08,1e-10,separable
178,20260725,3,4,2.0000000009225014e-07,9.999999999940612e-08,1e-08,separable
178,20260725,3,4,2.0000000009225014e-07,9.999999999940612e-08,1e-06,replaceable
179,20260725,3,4,1.9999999998295274e-07,9.999999999940612e-08,1e-10,separable
179,20260725,3,4,1.9999999998295274e-07,9.999999999940612e-08,1e-08,separable
179,20260725,3,4,1.9999999998295274e-07,9.999999999940612e-08,1e-06,replaceable
300,20260725,5,5,2.0000000000575113e-07,1.0000000000287557e-07,1e-10,separable
300,20260725,5,5,2.0000000000575113e-07,1.0000000000287557e-07,1e-08,separable
300,20260725,5,5,2.0000000000575113e-07,1.0000000000287557e-07,1e-06,replaceable
301,20260725,5,5,1.9999999998970131e-07,9.999999999940612e-08,1e-10,separable
301,20260725,5,5,1.9999999998970131e-07,9.999999999940612e-08,1e-08,separable
301,20260725,5,5,1.9999999998970131e-07,9.999999999940612e-08,1e-06,replaceable
302,20260725,5,5,2.000000000996568e-07,9.999999999940612e-08,1e-10,separable
302,20260725,5,5,2.000000000996568e-07,9.999999999940612e-08,1e-08,separable
302,20260725,5,5,2.000000000996568e-07,9.999999999940612e-08,1e-06,replaceable
303,20260725,5,5,1.999999999838157e-07,9.999999999940612e-08,1e-10,separable
303,20260725,5,5,1.999999999838157e-07,9.999999999940612e-08,1e-08,separable
303,20260725,5,5,1.999999999838157e-07,9.999999999940612e-08,1e-06,replaceable
304,20260725,5,5,2.0000000003151968e-07,9.999999999940612e-08,1e-10,separable
304,20260725,5,5,2.0000000003151968e-07,9.999999999940612e-08,1e-08,separable
304,20260725,5,5,2.0000000003151968e-07,9.999999999940612e-08,1e-06,replaceable
305,20260725,5,5,2.0000000007789674e-07,9.999999999940612e-08,1e-10,separable
305,20260725,5,5,2.0000000007789674e-07,9.999999999940612e-08,1e-08,separable
305,20260725,5,5,2.0000000007789674e-07,9.999999999940612e-08,1e-06,replaceable
306,20260725,5,5,1.99999999994266e-07,9.999999999940612e-08,1e-10,separable
306,20260725,5,5,1.99999999994266e-07,9.999999999940612e-08,1e-08,separable
306,20260725,5,5,1.99999999994266e-07,9.999999999940612e-08,1e-06,replaceable
307,20260725,5,5,1.999999998636623e-07,9.999999999940612e-08,1e-10,separable
307,20260725,5,5,1.999999998636623e-07,9.999999999940612e-08,1e-08,separable
307,20260725,5,5,1.999999998636623e-07,9.999999999940612e-08,1e-06,replaceable
308,20260725,5,5,2.0000000000754303e-07,9.999999999940612e-08,1e-10,separable
308,20260725,5,5,2.0000000000754303e-07,9.999999999940612e-08,1e-08,separable
308,20260725,5,5,2.0000000000754303e-07,9.999999999940612e-08,1e-06,replaceable
309,20260725,5,5,1.9999999994019253e-07,1.0000000000287557e-07,1e-10,separable
309,20260725,5,5,1.9999999994019253e-07,1.0000000000287557e-07,1e-08,separable
309,20260725,5,5,1.9999999994019253e-07,1.0000000000287557e-07,1e-06,replaceable
310,20260725,5,5,2.0000000011173518e-07,9.999999999940612e-08,1e-10,separable
310,20260725,5,5,2.0000000011173518e-07,9.999999999940612e-08,1e-08,separable
310,20260725,5,5,2.0000000011173518e-07,9.999999999940612e-08,1e-06,replaceable
311,20260725,5,5,1.9999999994402776e-07,9.999999999940612e-08,1e-10,separable
311,20260725,5,5,1.9999999994402776e-07,9.999999999940612e-08,1e-08,separable
311,20260725,5,5,1.9999999994402776e-07,9.999999999940612e-08,1e-06,replaceable
312,20260725,5,5,2.0000000000653999e-07,9.999999999940612e-08,1e-10,separable
312,20260725,5,5,2.0000000000653999e-07,9.999999999940612e-08,1e-08,separable
312,20260725,5,5,2.0000000000653999e-07,9.999999999940612e-08,1e-06,replaceable
313,20260725,5,5,2.000000000063555e-07,9.999999999940612e-08,1e-10,separable
313,20260725,5,5,2.000000000063555e-07,9.999999999940612e-08,1e-08,separable
313,20260725,5,5,2.000000000063555e-07,9.999999999940612e-08,1e-06,replaceable
314,20260725,5,5,1.9999999999881224e-07,9.999999999940612e-08,1e-10,separable
314,20260725,5,5,1.9999999999881224e-07,9.999999999940612e-08,1e-08,separable
314,20260725,5,5,1.9999999999881224e-07,9.999999999940612e-08,1e-06,replaceable
315,20260725,5,5,2.0000000001282005e-07,9.999999999940612e-08,1e-10,separable
315,20260725,5,5,2.0000000001282005e-07,9.999999999940612e-08,1e-08,separable
315,20260725,5,5,2.0000000001282005e-07,9.999999999940612e-08,1e-06,replaceable
316,20260725,5,5,1.9999999997226506e-07,9.999999999940612e-08,1e-10,separable
316,20260725,5,5,1.9999999997226506e-07,9.999999999940612e-08,1e-08,separable
316,20260725,5,5,1.9999999997226506e-07,9.999999999940612e-08,1e-06,replaceable
317,20260725,5,5,1.9999999999664468e-07,9.999999999940612e-08,1e-10,separable
317,20260725,5,5,1.9999999999664468e-07,9.999999999940612e-08,1e-08,separable
317,20260725,5,5,1.9999999999664468e-07,9.999999999940612e-08,1e-06,replaceable
318,20260725,5,5,2.0000000000145842e-07,9.999999999940612e-08,1e-10,separable
318,20260725,5,5,2.0000000000145842e-07,9.999999999940612e-08,1e-08,separable
318,20260725,5,5,2.0000000000145842e-07,9.999999999940612e-08,1e-06,replaceable
319,20260725,5,5,2.0000000000344517e-07,9.999999999940612e-08,1e-10,separable
319,20260725,5,5,2.0000000000344517e-07,9.999999999940612e-08,1e-08,separable
319,20260725,5,5,2.0000000000344517e-07,9.999999999940612e-08,1e-06,replaceable
320,20260725,5,5,1.9999999968729925e-07,9.999999999940612e-08,1e-10,separable
320,20260725,5,5,1.9999999968729925e-07,9.999999999940612e-08,1e-08,separable
320,20260725,5,5,1.9999999968729925e-07,9.999999999940612e-08,1e-06,replaceable
321,20260725,5,5,2.000000000269747e-07,9.999999999940612e-08,1e-10,separable
321,20260725,5,5,2.000000000269747e-07,9.999999999940612e-08,1e-08,separable
321,20260725,5,5,2.000000000269747e-07,9.999999999940612e-08,1e-06,replaceable
322,20260725,5,5,1.9999999903038324e-07,9.999999999940612e-08,1e-10,separable
322,20260725,5,5,1.9999999903038324e-07,9.999999999940612e-08,1e-08,separable
322,20260725,5,5,1.9999999903038324e-07,9.999999999940612e-08,1e-06,replaceable
323,20260725,5,5,2.0000000011597969e-07,9.999999999940612e-08,1e-10,separable
323,20260725,5,5,2.0000000011597969e-07,9.999999999940612e-08,1e-08,separable
323,20260725,5,5,2.0000000011597969e-07,9.999999999940612e-08,1e-06,replaceable
324,20260725,5,5,1.9999999999925712e-07,9.999999999940612e-08,1e-10,separable
324,20260725,5,5,1.9999999999925712e-07,9.999999999940612e-08,1e-08,separable
324,20260725,5,5,1.9999999999925712e-07,9.999999999940612e-08,1e-06,replaceable
325,20260725,5,5,2.0000000006043153e-07,9.999999999940612e-08,1e-10,separable
325,20260725,5,5,2.0000000006043153e-07,9.999999999940612e-08,1e-08,separable
325,20260725,5,5,2.0000000006043153e-07,9.999999999940612e-08,1e-06,replaceable
326,20260725,5,5,2.0000000000575113e-07,1.0000000000287557e-07,1e-10,separable
326,20260725,5,5,2.0000000000575113e-07,1.0000000000287557e-07,1e-08,separable
326,20260725,5,5,2.0000000000575113e-07,1.0000000000287557e-07,1e-06,replaceable
327,20260725,5,5,2.0000000004214147e-07,9.999999999940612e-08,1e-10,separable
327,20260725,5,5,2.0000000004214147e-07,9.999999999940612e-08,1e-08,separable
327,20260725,5,5,2.0000000004214147e-07,9.999999999940612e-08,1e-06,replaceable
328,20260725,5,5,2.000000000071272e-07,9.999999999940612e-08,1e-10,separable
328,20260725,5,5,2.000000000071272e-07,9.999999999940612e-08,1e-08,separable
328,20260725,5,5,2.000000000071272e-07,9.999999999940612e-08,1e-06,replaceable
329,20260725,5,5,2.0000000001770833e-07,9.999999999940612e-08,1e-10,separable
329,20260725,5,5,2.0000000001770833e-07,9.999999999940612e-08,1e-08,separable
329,20260725,5,5,2.0000000001770833e-07,9.999999999940612e-08,1e-06,replaceable
330,20260725,5,5,2.0000000000093077e-07,9.999999999940612e-08,1e-10,separable
330,20260725,5,5,2.0000000000093077e-07,9.999999999940612e-08,1e-08,separable
330,20260725,5,5,2.0000000000093077e-07,9.999999999940612e-08,1e-06,replaceable
331,20260725,5,5,2.000000000120673e-07,9.999999999940612e-08,1e-10,separable
331,20260725,5,5,2.000000000120673e-07,9.999999999940612e-08,1e-08,separable
331,20260725,5,5,2.000000000120673e-07,9.999999999940612e-08,1e-06,replaceable
332,20260725,5,5,1.999999999968757e-07,9.999999999940612e-08,1e-10,separable
332,20260725,5,5,1.999999999968757e-07,9.999999999940612e-08,1e-08,separable
332,20260725,5,5,1.999999999968757e-07,9.999999999940612e-08,1e-06,replaceable
333,20260725,5,5,2.0000000001254465e-07,9.999999999940612e-08,1e-10,separable
333,20260725,5,5,2.0000000001254465e-07,9.999999999940612e-08,1e-08,separable
333,20260725,5,5,2.0000000001254465e-07,9.999999999940612e-08,1e-06,replaceable
334,20260725,5,5,1.9999999998690973e-07,9.999999999940612e-08,1e-10,separable
334,20260725,5,5,1.9999999998690973e-07,9.999999999940612e-08,1e-08,separable
334,20260725,5,5,1.9999999998690973e-07,9.999999999940612e-08,1e-06,replaceable
335,20260725,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-10,separable
335,20260725,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-08,separable
335,20260725,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-06,replaceable
336,20260725,5,5,1.9999999989910283e-07,9.999999999940612e-08,1e-10,separable
336,20260725,5,5,1.9999999989910283e-07,9.999999999940612e-08,1e-08,separable
336,20260725,5,5,1.9999999989910283e-07,9.999999999940612e-08,1e-06,replaceable
337,20260725,5,5,2.0000000005218106e-07,9.999999999940612e-08,1e-10,separable
337,20260725,5,5,2.0000000005218106e-07,9.999999999940612e-08,1e-08,separable
337,20260725,5,5,2.0000000005218106e-07,9.999999999940612e-08,1e-06,replaceable
338,20260725,5,5,1.9999999998149486e-07,9.999999999940612e-08,1e-10,separable
338,20260725,5,5,1.9999999998149486e-07,9.999999999940612e-08,1e-08,separable
338,20260725,5,5,1.9999999998149486e-07,9.999999999940612e-08,1e-06,replaceable
339,20260725,5,5,1.999999999445219e-07,9.999999999940612e-08,1e-10,separable
339,20260725,5,5,1.999999999445219e-07,9.999999999940612e-08,1e-08,separable
339,20260725,5,5,1.999999999445219e-07,9.999999999940612e-08,1e-06,replaceable
340,20260725,5,5,1.9999999991487937e-07,9.999999999940612e-08,1e-10,separable
340,20260725,5,5,1.9999999991487937e-07,9.999999999940612e-08,1e-08,separable
340,20260725,5,5,1.9999999991487937e-07,9.999999999940612e-08,1e-06,replaceable
341,20260725,5,5,2.0000000001332318e-07,9.999999999940612e-08,1e-10,separable
341,20260725,5,5,2.0000000001332318e-07,9.999999999940612e-08,1e-08,separable
341,20260725,5,5,2.0000000001332318e-07,9.999999999940612e-08,1e-06,replaceable
342,20260725,5,5,2.0000000000220106e-07,9.999999999940612e-08,1e-10,separable
342,20260725,5,5,2.0000000000220106e-07,9.999999999940612e-08,1e-08,separable
342,20260725,5,5,2.0000000000220106e-07,9.999999999940612e-08,1e-06,replaceable
343,20260725,5,5,1.999999999641176e-07,1.0000000000287557e-07,1e-10,separable
343,20260725,5,5,1.999999999641176e-07,1.0000000000287557e-07,1e-08,separable
343,20260725,5,5,1.999999999641176e-07,1.0000000000287557e-07,1e-06,replaceable
344,20260725,5,5,1.9999999994021934e-07,9.999999999940612e-08,1e-10,separable
344,20260725,5,5,1.9999999994021934e-07,9.999999999940612e-08,1e-08,separable
344,20260725,5,5,1.9999999994021934e-07,9.999999999940612e-08,1e-06,replaceable
345,20260725,5,5,1.999999999914925e-07,9.999999999940612e-08,1e-10,separable
345,20260725,5,5,1.999999999914925e-07,9.999999999940612e-08,1e-08,separable
345,20260725,5,5,1.999999999914925e-07,9.999999999940612e-08,1e-06,replaceable
346,20260725,5,5,1.9999999992329385e-07,9.999999999940612e-08,1e-10,separable
346,20260725,5,5,1.9999999992329385e-07,9.999999999940612e-08,1e-08,separable
346,20260725,5,5,1.9999999992329385e-07,9.999999999940612e-08,1e-06,replaceable
347,20260725,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-10,separable
347,20260725,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-08,separable
347,20260725,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-06,replaceable
348,20260725,5,5,2.0000000001592268e-07,9.999999999940612e-08,1e-10,separable
348,20260725,5,5,2.0000000001592268e-07,9.999999999940612e-08,1e-08,separable
348,20260725,5,5,2.0000000001592268e-07,9.999999999940612e-08,1e-06,replaceable
349,20260725,5,5,2.00000000152967e-07,1.0000000000287557e-07,1e-10,separable
349,20260725,5,5,2.00000000152967e-07,1.0000000000287557e-07,1e-08,separable
349,20260725,5,5,2.00000000152967e-07,1.0000000000287557e-07,1e-06,replaceable
350,20260725,5,5,1.9999999991476132e-07,9.999999999940612e-08,1e-10,separable
350,20260725,5,5,1.9999999991476132e-07,9.999999999940612e-08,1e-08,separable
350,20260725,5,5,1.9999999991476132e-07,9.999999999940612e-08,1e-06,replaceable
