trial,seed,dimension,alternative_count,l1_distance,analytic_separation_margin,tolerance,classification
1055,20260726,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-06,replaceable
1056,20260726,5,5,2.0000000003400267e-07,9.999999999940612e-08,1e-10,separable
1056,20260726,5,5,2.0000000003400267e-07,9.999999999940612e-08,1e-08,separable
1056,20260726,5,5,2.0000000003400267e-07,9.999999999940612e-08,1e-06,replaceable
1057,20260726,5,5,1.9999999993308227e-07,9.999999999940612e-08,1e-10,separable
1057,20260726,5,5,1.9999999993308227e-07,9.999999999940612e-08,1e-08,separable
1057,20260726,5,5,1.9999999993308227e-07,9.999999999940612e-08,1e-06,replaceable
1058,20260726,5,5,1.9999999993399857e-07,9.999999999940612e-08,1e-10,separable
1058,20260726,5,5,1.9999999993399857e-07,9.999999999940612e-08,1e-08,separable
1058,20260726,5,5,1.9999999993399857e-07,9.999999999940612e-08,1e-06,replaceable
1059,20260726,5,5,1.9999999998939077e-07,9.999999999940612e-08,1e-10,separable
1059,20260726,5,5,1.9999999998939077e-07,9.999999999940612e-08,1e-08,separable
1059,20260726,5,5,1.9999999998939077e-07,9.999999999940612e-08,1e-06,replaceable
1060,20260726,5,5,1.9999999996343188e-07,9.999999999940612e-08,1e-10,separable
1060,20260726,5,5,1.9999999996343188e-07,9.999999999940612e-08,1e-08,separable
1060,20260726,5,5,1.9999999996343188e-07,9.999999999940612e-08,1e-06,replaceable
1061,20260726,5,5,2.0000000000331422e-07,9.999999999940612e-08,1e-10,separable
1061,20260726,5,5,2.0000000000331422e-07,9.999999999940612e-08,1e-08,separable
1061,20260726,5,5,2.0000000000331422e-07,9.999999999940612e-08,1e-06,replaceable
1062,20260726,5,5,2.0000000018620811e-07,9.999999999940612e-08,1e-10,separable
1062,20260726,5,5,2.0000000018620811e-07,9.999999999940612e-08,1e-08,separable
1062,20260726,5,5,2.0000000018620811e-07,9.999999999940612e-08,1e-06,replaceable
1063,20260726,5,5,2.0000000007159646e-07,9.999999999940612e-08,1e-10,separable
1063,20260726,5,5,2.0000000007159646e-07,9.999999999940612e-08,1e-08,separable
1063,20260726,5,5,2.0000000007159646e-07,9.999999999940612e-08,1e-06,replaceable
1064,20260726,5,5,2.0000000000401638e-07,9.999999999940612e-08,1e-10,separable
1064,20260726,5,5,2.0000000000401638e-07,9.999999999940612e-08,1e-08,separable
1064,20260726,5,5,2.0000000000401638e-07,9.999999999940612e-08,1e-06,replaceable
1065,20260726,5,5,1.9999999998788154e-07,9.999999999940612e-08,1e-10,separable
1065,20260726,5,5,1.9999999998788154e-07,9.999999999940612e-08,1e-08,separable
1065,20260726,5,5,1.9999999998788154e-07,9.999999999940612e-08,1e-06,replaceable
1066,20260726,5,5,2.000000000310554e-07,1.0000000000287557e-07,1e-10,separable
1066,20260726,5,5,2.000000000310554e-07,1.0000000000287557e-07,1e-08,separable
1066,20260726,5,5,2.000000000310554e-07,1.0000000000287557e-07,1e-06,replaceable
1067,20260726,5,5,2.000000000156765e-07,9.999999999940612e-08,1e-10,separable
1067,20260726,5,5,2.000000000156765e-07,9.999999999940612e-08,1e-08,separable
1067,20260726,5,5,2.000000000156765e-07,9.999999999940612e-08,1e-06,replaceable
1068,20260726,5,5,2.000000000125943e-07,1.0000000000287557e-07,1e-10,separable
1068,20260726,5,5,2.000000000125943e-07,1.0000000000287557e-07,1e-08,separable
1068,20260726,5,5,2.000000000125943e-07,1.0000000000287557e-07,1e-06,replaceable
1069,20260726,5,5,2.0000000005632324e-07,9.999999999940612e-08,1e-10,separable
1069,20260726,5,5,2.0000000005632324e-07,9.999999999940612e-08,1e-08,separable
1069,20260726,5,5,2.0000000005632324e-07,9.999999999940612e-08,1e-06,replaceable
1070,20260726,5,5,1.9999999999721373e-07,9.999999999940612e-08,1e-10,separable
1070,20260726,5,5,1.9999999999721373e-07,9.999999999940612e-08,1e-08,separable
1070,20260726,5,5,1.9999999999721373e-07,9.999999999940612e-08,1e-06,replaceable
1071,20260726,5,5,2.0000000000645176e-07,9.999999999940612e-08,1e-10,separable
1071,20260726,5,5,2.0000000000645176e-07,9.999999999940612e-08,1e-08,separable
1071,20260726,5,5,2.0000000000645176e-07,9.999999999940612e-08,1e-06,replaceable
1072,20260726,5,5,1.9999999994378543e-07,9.999999999940612e-08,1e-10,separable
1072,20260726,5,5,1.9999999994378543e-07,9.999999999940612e-08,1e-08,separable
1072,20260726,5,5,1.9999999994378543e-07,9.999999999940612e-08,1e-06,replaceable
1073,20260726,5,5,2.0000000002836284e-07,9.999999999940612e-08,1e-10,separable
1073,20260726,5,5,2.0000000002836284e-07,9.999999999940612e-08,1e-08,separable
1073,20260726,5,5,2.0000000002836284e-07,9.999999999940612e-08,1e-06,replaceable
1074,20260726,5,5,1.9999999998510852e-07,1.0000000000287557e-07,1e-10,separable
1074,20260726,5,5,1.9999999998510852e-07,1.0000000000287557e-07,1e-08,separable
1074,20260726,5,5,1.9999999998510852e-07,1.0000000000287557e-07,1e-06,replaceable
1075,20260726,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-10,separable
1075,20260726,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-08,separable
1075,20260726,5,5,2.0000000000228169e-07,9.999999999940612e-08,1e-06,replaceable
1076,20260726,5,5,1.9999999997747244e-07,9.999999999940612e-08,1e-10,separable
1076,20260726,5,5,1.9999999997747244e-07,9.999999999940612e-08,1e-08,separable
1076,20260726,5,5,1.9999999997747244e-07,9.999999999940612e-08,1e-06,replaceable
1077,20260726,5,5,1.999999999794738e-07,9.999999999940612e-08,1e-10,separable
1077,20260726,5,5,1.999999999794738e-07,9.999999999940612e-08,1e-08,separable
1077,20260726,5,5,1.999999999794738e-07,9.999999999940612e-08,1e-06,replaceable
1078,20260726,5,5,2.0000000001976998e-07,9.999999999940612e-08,1e-10,separable
1078,20260726,5,5,2.0000000001976998e-07,9.999999999940612e-08,1e-08,separable
1078,20260726,5,5,2.0000000001976998e-07,9.999999999940612e-08,1e-06,replaceable
1079,20260726,5,5,2.000000000395467e-07,1.0000000000287557e-07,1e-10,separable
1079,20260726,5,5,2.000000000395467e-07,1.0000000000287557e-07,1e-08,separable
1079,20260726,5,5,2.000000000395467e-07,1.0000000000287557e-07,1e-06,replaceable
1200,20260726,10,8,2.0000000000102675e-07,9.999999999940612e-08,1e-10,separable
1200,20260726,10,8,2.0000000000102675e-07,9.999999999940612e-08,1e-08,separable
1200,20260726,10,8,2.0000000000102675e-07,9.999999999940612e-08,1e-06,replaceable
1201,20260726,10,8,1.999999999713715e-07,9.999999999940612e-08,1e-10,separable
1201,20260726,10,8,1.999999999713715e-07,9.999999999940612e-08,1e-08,separable
1201,20260726,10,8,1.999999999713715e-07,9.999999999940612e-08,1e-06,replaceable
1202,20260726,10,8,2.0000000000515604e-07,9.999999999940612e-08,1e-10,separable
1202,20260726,10,8,2.0000000000515604e-07,9.999999999940612e-08,1e-08,separable
1202,20260726,10,8,2.0000000000515604e-07,9.999999999940612e-08,1e-06,replaceable
1203,20260726,10,8,1.999999999868823e-07,9.999999999940612e-08,1e-10,separable
1203,20260726,10,8,1.999999999868823e-07,9.999999999940612e-08,1e-08,separable
1203,20260726,10,8,1.999999999868823e-07,9.999999999940612e-08,1e-06,replaceable
1204,20260726,10,8,2.0000000001513504e-07,9.999999999940612e-08,1e-10,separable
1204,20260726,10,8,2.0000000001513504e-07,9.999999999940612e-08,1e-08,separable
1204,20260726,10,8,2.0000000001513504e-07,9.999999999940612e-08,1e-06,replaceable
1205,20260726,10,8,1.99999999994818e-07,9.999999999940612e-08,1e-10,separable
1205,20260726,10,8,1.99999999994818e-07,9.999999999940612e-08,1e-08,separable
1205,20260726,10,8,1.99999999994818e-07,9.999999999940612e-08,1e-06,replaceable
1206,20260726,10,8,1.9999999999881227e-07,9.999999999940612e-08,1e-10,separable
1206,20260726,10,8,1.9999999999881227e-07,9.999999999940612e-08,1e-08,separable
1206,20260726,10,8,1.9999999999881227e-07,9.999999999940612e-08,1e-06,replaceable
1207,20260726,10,8,1.99999999999184e-07,9.999999999940612e-08,1e-10,separable
1207,20260726,10,8,1.99999999999184e-07,9.999999999940612e-08,1e-08,separable
1207,20260726,10,8,1.99999999999184e-07,9.999999999940612e-08,1e-06,replaceable
1208,20260726,10,8,2.0000000000228174e-07,9.999999999940612e-08,1e-10,separable
1208,20260726,10,8,2.0000000000228174e-07,9.999999999940612e-08,1e-08,separable
1208,20260726,10,8,2.0000000000228174e-07,9.999999999940612e-08,1e-06,replaceable
1209,20260726,10,8,2.000000000256894e-07,9.999999999940612e-08,1e-10,separable
1209,20260726,10,8,2.000000000256894e-07,9.999999999940612e-08,1e-08,separable
1209,20260726,10,8,2.000000000256894e-07,9.999999999940612e-08,1e-06,replaceable
1210,20260726,10,8,2.0000000014139393e-07,9.999999999940612e-08,1e-10,separable
1210,20260726,10,8,2.0000000014139393e-07,9.999999999940612e-08,1e-08,separable
1210,20260726,10,8,2.0000000014139393e-07,9.999999999940612e-08,1e-06,replaceable
1211,20260726,10,8,1.9999999998688077e-07,9.999999999940612e-08,1e-10,separable
1211,20260726,10,8,1.9999999998688077e-07,9.999999999940612e-08,1e-08,separable
1211,20260726,10,8,1.9999999998688077e-07,9.999999999940612e-08,1e-06,replaceable
1212,20260726,10,8,1.9999999999620197e-07,9.999999999940612e-08,1e-10,separable
1212,20260726,10,8,1.9999999999620197e-07,9.999999999940612e-08,1e-08,separable
1212,20260726,10,8,1.9999999999620197e-07,9.999999999940612e-08,1e-06,replaceable
1213,20260726,10,8,1.9999999999860286e-07,9.999999999940612e-08,1e-10,separable
1213,20260726,10,8,1.9999999999860286e-07,9.999999999940612e-08,1e-08,separable
1213,20260726,10,8,1.9999999999860286e-07,9.999999999940612e-08,1e-06,replaceable
1214,20260726,10,8,1.9999999999563412e-07,9.999999999940612e-08,1e-10,separable
1214,20260726,10,8,1.9999999999563412e-07,9.999999999940612e-08,1e-08,separable
1214,20260726,10,8,1.9999999999563412e-07,9.999999999940612e-08,1e-06,replaceable
1215,20260726,10,8,1.9999999999800428e-07,9.999999999940612e-08,1e-10,separable
1215,20260726,10,8,1.9999999999800428e-07,9.999999999940612e-08,1e-08,separable
1215,20260726,10,8,1.9999999999800428e-07,9.999999999940612e-08,1e-06,replaceable
1216,20260726,10,8,1.999999999974382e-07,9.999999999940612e-08,1e-10,separable
1216,20260726,10,8,1.999999999974382e-07,9.999999999940612e-08,1e-08,separable
1216,20260726,10,8,1.999999999974382e-07,9.999999999940612e-08,1e-06,replaceable
1217,20260726,10,8,2.0000000000657974e-07,9.999999999940612e-08,1e-10,separable
1217,20260726,10,8,2.0000000000657974e-07,9.999999999940612e-08,1e-08,separable
1217,20260726,10,8,2.0000000000657974e-07,9.999999999940612e-08,1e-06,replaceable
1218,20260726,10,8,1.999999999998991e-07,9.999999999940612e-08,1e-10,separable
1218,20260726,10,8,1.999999999998991e-07,9.999999999940612e-08,1e-08,separable
1218,20260726,10,8,1.999999999998991e-07,9.999999999940612e-08,1e-06,replaceable
1219,20260726,10,8,2.0000000004760539e-07,9.999999999940612e-08,1e-10,separable
1219,20260726,10,8,2.0000000004760539e-07,9.999999999940612e-08,1e-08,separable
1219,20260726,10,8,2.0000000004760539e-07,9.999999999940612e-08,1e-06,replaceable
1220,20260726,10,8,1.9999999998270871e-07,9.999999999940612e-08,1e-10,separable
1220,20260726,10,8,1.9999999998270871e-07,9.999999999940612e-08,1e-08,separable
1220,20260726,10,8,1.9999999998270871e-07,9.999999999940612e-08,1e-06,replaceable
1221,20260726,10,8,1.9999999998716644e-07,9.999999999940612e-08,1e-10,separable
1221,20260726,10,8,1.9999999998716644e-07,9.999999999940612e-08,1e-08,separable
1221,20260726,10,8,1.9999999998716644e-07,9.999999999940612e-08,1e-06,replaceable
1222,20260726,10,8,1.9999999995492325e-07,9.999999999940612e-08,1e-10,separable
1222,20260726,10,8,1.9999999995492325e-07,9.999999999940612e-08,1e-08,separable
1222,20260726,10,8,1.9999999995492325e-07,9.999999999940612e-08,1e-06,replaceable
1223,20260726,10,8,2.0000000000054696e-07,9.999999999940612e-08,1e-10,separable
1223,20260726,10,8,2.0000000000054696e-07,9.999999999940612e-08,1e-08,separable
1223,20260726,10,8,2.0000000000054696e-07,9.999999999940612e-08,1e-06,replaceable
1224,20260726,10,8,2.0000000000228169e-07,9.999999999940612e-08,1e-10,separable
1224,20260726,10,8,2.0000000000228169e-07,9.999999999940612e-08,1e-08,separable
1224,20260726,10,8,2.0000000000228169e-07,9.999999999940612e-08,1e-06,replaceable
1225,20260726,10,8,1.999999999975571e-07,9.999999999940612e-08,1e-10,separable
1225,20260726,10,8,1.999999999975571e-07,9.999999999940612e-08,1e-08,separable
1225,20260726,10,8,1.999999999975571e-07,9.999999999940612e-08,1e-06,replaceable
1226,20260726,10,8,2.0000000000458583e-07,9.999999999940612e-08,1e-10,separable
1226,20260726,10,8,2.0000000000458583e-07,9.999999999940612e-08,1e-08,separable
1226,20260726,10,8,2.0000000000458583e-07,9.999999999940612e-08,1e-06,replaceable
1227,20260726,10,8,2.0000000000648646e-07,9.999999999940612e-08,1e-10,separable
1227,20260726,10,8,2.0000000000648646e-07,9.999999999940612e-08,1e-08,separable
1227,20260726,10,8,2.0000000000648646e-07,9.999999999940612e-08,1e-06,replaceable
1228,20260726,10,8,1.9999999999902566e-07,9.999999999940612e-08,1e-10,separable
1228,20260726,10,8,1.9999999999902566e-07,9.999999999940612e-08,1e-08,separable
1228,20260726,10,8,1.9999999999902566e-07,9.999999999940612e-08,1e-06,replaceable
1229,20260726,10,8,1.9999999999551008e-07,9.999999999940612e-08,1e-10,separable
1229,20260726,10,8,1.9999999999551008e-07,9.999999999940612e-08,1e-08,separable
1229,20260726,10,8,1.9999999999551008e-07,9.999999999940612e-08,1e-06,replaceable
1230,20260726,10,8,1.999999999732946e-07,9.999999999940612e-08,1e-10,separable
1230,20260726,10,8,1.999999999732946e-07,9.999999999940612e-08,1e-08,separable
1230,20260726,10,8,1.999999999732946e-07,9.999999999940612e-08,1e-06,replaceable
1231,20260726,10,8,1.999999999975345e-07,9.999999999940612e-08,1e-10,separable
1231,20260726,10,8,1.999999999975345e-07,9.999999999940612e-08,1e-08,separable
1231,20260726,10,8,1.999999999975345e-07,9.999999999940612e-08,1e-06,replaceable
1232,20260726,10,8,1.9999999999306647e-07,9.999999999940612e-08,1e-10,separable
1232,20260726,10,8,1.9999999999306647e-07,9.999999999940612e-08,1e-08,separable
1232,20260726,10,8,1.9999999999306647e-07,9.999999999940612e-08,1e-06,replaceable
1233,20260726,10,8,2.0000000000228169e-07,9.999999999940612e-08,1e-10,separable
1233,20260726,10,8,2.0000000000228169e-07,9.999999999940612e-08,1e-08,separable
1233,20260726,10,8,2.0000000000228169e-07,9.999999999940612e-08,1e-06,replaceable
1234,20260726,10,8,1.9999999999881224e-07,9.999999999940612e-08,1e-10,separable
1234,20260726,10,8,1.9999999999881224e-07,9.999999999940612e-08,1e-08,separable
1234,20260726,10,8,1.9999999999881224e-07,9.999999999940612e-08,1e-06,replaceable
1235,20260726,10,8,1.9999999999397388e-07,9.999999999940612e-08,1e-10,separable
1235,20260726,10,8,1.9999999999397388e-07,9.999999999940612e-08,1e-08,separable
1235,20260726,10,8,1.9999999999397388e-07,9.999999999940612e-08,1e-06,replaceable
1236,20260726,10,8,2.0000000003022525e-07,9.999999999940612e-08,1e-10,separable
1236,20260726,10,8,2.0000000003022525e-07,9.999999999940612e-08,1e-08,separable
1236,20260726,10,8,2.0000000003022525e-07,9.999999999940612e-08,1e-06,replaceable
1237,20260726,10,8,2.0000000003402525e-07,9.999999999940612e-08,1e-10,separable
1237,20260726,10,8,2.0000000003402525e-07,9.999999999940612e-08,1e-08,separable
1237,20260726,10,8,2.0000000003402525e-07,9.999999999940612e-08,1e-06,replaceable
1238,20260726,10,8,2.0000000000228132e-07,9.999999999940612e-08,1e-10,separable
1238,20260726,10,8,2.0000000000228132e-07,9.999999999940612e-08,1e-08,separable
1238,20260726,10,8,2.0000000000228132e-07,9.999999999940612e-08,1e-06,replaceable
1239,20260726,10,8,2.000000000062663e-07,9.999999999940612e-08,1e-10,separable
1239,20260726,10,8,2.000000000062663e-07,9.999999999940612e-08,1e-08,separable
1239,20260726,10,8,2.000000000062663e-07,9.999999999940612e-08,1e-06,replaceable
1240,20260726,10,8,2.0000000008434287e-07,9.999999999940612e-08,1e-10,separable
1240,20260726,10,8,2.0000000008434287e-07,9.999999999940612e-08,1e-08,separable
1240,20260726,10,8,2.0000000008434287e-07,9.999999999940612e-08,1e-06,replaceable
1241,20260726,10,8,1.999999999920656e-07,9.999999999940612e-08,1e-10,separable
1241,20260726,10,8,1.999999999920656e-07,9.999999999940612e-08,1e-08,separable
1241,20260726,10,8,1.999999999920656e-07,9.999999999940612e-08,1e-06,replaceable
1242,20260726,10,8,2.0000000000803632e-07,9.999999999940612e-08,1e-10,separable
1242,20260726,10,8,2.0000000000803632e-07,9.999999999940612e-08,1e-08,separable
1242,20260726,10,8,2.0000000000803632e-07,9.999999999940612e-08,1e-06,replaceable
1243,20260726,10,8,2.000000000117224e-07,9.999999999940612e-08,1e-10,separable
1243,20260726,10,8,2.000000000117224e-07,9.999999999940612e-08,1e-08,separable
1243,20260726,10,8,2.000000000117224e-07,9.999999999940612e-08,1e-06,replaceable
1244,20260726,10,8,2.000000000022816e-07,9.999999999940612e-08,1e-10,separable
1244,20260726,10,8,2.000000000022816e-07,9.999999999940612e-08,1e-08,separable
1244,20260726,10,8,2.000000000022816e-07,9.999999999940612e-08,1e-06,replaceable
1245,20260726,10,8,2.0000000000474417e-07,9.999999999940612e-08,1e-10,separable
1245,20260726,10,8,2.0000000000474417e-07,9.999999999940612e-08,1e-08,separable
1245,20260726,10,8,2.0000000000474417e-07,9.999999999940612e-08,1e-06,replaceable
1246,20260726,10,8,2.0000000001037265e-07,9.999999999940612e-08,1e-10,separable
1246,20260726,10,8,2.0000000001037265e-07,9.999999999940612e-08,1e-08,separable
1246,20260726,10,8,2.0000000001037265e-07,9.999999999940612e-08,1e-06,replaceable
1247,20260726,10,8,2.0000000000406342e-07,9.999999999940612e-08,1e-10,separable
1247,20260726,10,8,2.0000000000406342e-07,9.999999999940612e-08,1e-08,separable
1247,20260726,10,8,2.0000000000406342e-07,9.999999999940612e-08,1e-06,replaceable
1248,20260726,10,8,1.9999999999398055e-07,9.999999999940612e-08,1e-10,separable
1248,20260726,10,8,1.9999999999398055e-07,9.999999999940612e-08,1e-08,separable
1248,20260726,10,8,1.9999999999398055e-07,9.999999999940612e-08,1e-06,replaceable
1249,20260726,10,8,1.9999999998034435e-07,9.999999999940612e-08,1e-10,separable
1249,20260726,10,8,1.9999999998034435e-07,9.999999999940612e-08,1e-08,separable
1249,20260726,10,8,1.9999999998034435e-07,9.999999999940612e-08,1e-06,replaceable
1250,20260726,10,8,2.000000000083816e-07,9.999999999940612e-08,1e-10,separable
1250,20260726,10,8,2.000000000083816e-07,9.999999999940612e-08,1e-08,separable
1250,20260726,10,8,2.000000000083816e-07,9.999999999940612e-08,1e-06,replaceable
1251,20260726,10,8,1.9999999999149493e-07,9.999999999940612e-08,1e-10,separable
1251,20260726,10,8,1.9999999999149493e-07,9.999999999940612e-08,1e-08,separable
1251,20260726,10,8,1.9999999999149493e-07,9.999999999940612e-08,1e-06,replaceable
1252,20260726,10,8,2.0000000000389568e-07,9.999999999940612e-08,1e-10,separable
1252,20260726,10,8,2.0000000000389568e-07,9.999999999940612e-08,1e-08,separable
1252,20260726,10,8,2.0000000000389568e-07,9.999999999940612e-08,1e-06,replaceable
1253,20260726,10,8,2.0000000000101405e-07,9.999999999940612e-08,1e-10,separable
1253,20260726,10,8,2.0000000000101405e-07,9.999999999940612e-08,1e-08,separable
1253,20260726,10,8,2.0000000000101405e-07,9.999999999940612e-08,1e-06,replaceable
1254,20260726,10,8,2.0000000000851807e-07,9.999999999940612e-08,1e-10,separable
1254,20260726,10,8,2.0000000000851807e-07,9.999999999940612e-08,1e-08,separable
1254,20260726,10,8,2.0000000000851807e-07,9.999999999940612e-08,1e-06,replaceable
1255,20260726,10,8,2.0000000000654414e-07,9.999999999940612e-08,1e-10,separable
1255,20260726,10,8,2.0000000000654414e-07,9.999999999940612e-08,1e-08,separable
1255,20260726,10,8,2.0000000000654414e-07,9.999999999940612e-08,1e-06,replaceable
1256,20260726,10,8,2.0000000002100567e-07,9.999999999940612e-08,1e-10,separable
1256,20260726,10,8,2.0000000002100567e-07,9.999999999940612e-08,1e-08,separable
1256,20260726,10,8,2.0000000002100567e-07,9.999999999940612e-08,1e-06,replaceable
1257,20260726,10,8,1.9999999994182704e-07,9.999999999940612e-08,1e-10,separable
1257,20260726,10,8,1.9999999994182704e-07,9.999999999940612e-08,1e-08,separable
1257,20260726,10,8,1.9999999994182704e-07,9.999999999940612e-08,1e-06,replaceable
1258,20260726,10,8,2.0000000000032928e-07,9.999999999940612e-08,1e-10,separable
1258,20260726,10,8,2.0000000000032928e-07,9.999999999940612e-08,1e-08,separable
1258,20260726,10,8,2.0000000000032928e-07,9.999999999940612e-08,1e-06,replaceable
1259,20260726,10,8,1.9999999982588297e-07,9.999999999940612e-08,1e-10,separable
1259,20260726,10,8,1.9999999982588297e-07,9.999999999940612e-08,1e-08,separable
1259,20260726,10,8,1.9999999982588297e-07,9.999999999940612e-08,1e-06,replaceable
1380,20260726,20,12,2.0000000003308062e-07,9.999999999940612e-08,1e-10,separable
1380,20260726,20,12,2.0000000003308062e-07,9.999999999940612e-08,1e-08,separable
1380,20260726,20,12,2.0000000003308062e-07,9.999999999940612e-08,1e-06,replaceable
1381,20260726,20,12,2.0000000001532806e-07,9.999999999940612e-08,1e-10,separable
1381,20260726,20,12,2.0000000001532806e-07,9.999999999940612e-08,1e-08,separable
1381,20260726,20,12,2.0000000001532806e-07,9.999999999940612e-08,1e-06,replaceable
1382,20260726,20,12,1.9999999998294948e-07,9.999999999940612e-08,1e-10,separable
1382,20260726,20,12,1.9999999998294948e-07,9.999999999940612e-08,1e-08,separable
1382,20260726,20,12,1.9999999998294948e-07,9.999999999940612e-08,1e-06,replaceable
1383,20260726,20,12,1.999999999940929e-07,9.999999999940612e-08,1e-10,separable
1383,20260726,20,12,1.999999999940929e-07,9.999999999940612e-08,1e-08,separable
1383,20260726,20,12,1.999999999940929e-07,9.999999999940612e-08,1e-06,replaceable
1384,20260726,20,12,2.0000000000720184e-07,9.999999999940612e-08,1e-10,separable
1384,20260726,20,12,2.0000000000720184e-07,9.999999999940612e-08,1e-08,separable
1384,20260726,20,12,2.0000000000720184e-07,9.999999999940612e-08,1e-06,replaceable
1385,20260726,20,12,1.999999999995151e-07,9.999999999940612e-08,1e-10,separable
1385,20260726,20,12,1.999999999995151e-07,9.999999999940612e-08,1e-08,separable
1385,20260726,20,12,1.999999999995151e-07,9.999999999940612e-08,1e-06,replaceable
1386,20260726,20,12,2.0000000000267656e-07,9.999999999940612e-08,1e-10,separable
1386,20260726,20,12,2.0000000000267656e-07,9.999999999940612e-08,1e-08,separable
1386,20260726,20,12,2.0000000000267656e-07,9.999999999940612e-08,1e-06,replaceable
1387,20260726,20,12,1.999999999783727e-07,9.999999999940612e-08,1e-10,separable
1387,20260726,20,12,1.999999999783727e-07,9.999999999940612e-08,1e-08,separable
1387,20260726,20,12,1.999999999783727e-07,9.999999999940612e-08,1e-06,replaceable
1388,20260726,20,12,2.000000000184827e-07,9.999999999940612e-08,1e-10,separable
1388,20260726,20,12,2.000000000184827e-07,9.999999999940612e-08,1e-08,separable
1388,20260726,20,12,2.000000000184827e-07,9.999999999940612e-08,1e-06,replaceable
1389,20260726,20,12,2.000000000080269e-07,9.999999999940612e-08,1e-10,separable
1389,20260726,20,12,2.000000000080269e-07,9.999999999940612e-08,1e-08,separable
1389,20260726,20,12,2.000000000080269e-07,9.999999999940612e-08,1e-06,replaceable
1390,20260726,20,12,1.9999999999913697e-07,9.999999999940612e-08,1e-10,separable
1390,20260726,20,12,1.9999999999913697e-07,9.999999999940612e-08,1e-08,separable
1390,20260726,20,12,1.9999999999913697e-07,9.999999999940612e-08,1e-06,replaceable
1391,20260726,20,12,1.999999999983714e-07,9.999999999940612e-08,1e-10,separable
1391,20260726,20,12,1.999999999983714e-07,9.999999999940612e-08,1e-08,separable
1391,20260726,20,12,1.999999999983714e-07,9.999999999940612e-08,1e-06,replaceable
1392,20260726,20,12,1.9999999995678448e-07,9.999999999940612e-08,1e-10,separable
1392,20260726,20,12,1.9999999995678448e-07,9.999999999940612e-08,1e-08,separable
1392,20260726,20,12,1.9999999995678448e-07,9.999999999940612e-08,1e-06,replaceable
1393,20260726,20,12,2.0000000000786099e-07,9.999999999940612e-08,1e-10,separable
1393,20260726,20,12,2.0000000000786099e-07,9.999999999940612e-08,1e-08,separable
1393,20260726,20,12,2.0000000000786099e-07,9.999999999940612e-08,1e-06,replaceable
1394,20260726,20,12,2.000000000094686e-07,9.999999999940612e-08,1e-10,separable
1394,20260726,20,12,2.000000000094686e-07,9.999999999940612e-08,1e-08,separable
1394,20260726,20,12,2.000000000094686e-07,9.999999999940612e-08,1e-06,replaceable
1395,20260726,20,12,2.0000000000037501e-07,9.999999999940612e-08,1e-10,separable
1395,20260726,20,12,2.0000000000037501e-07,9.999999999940612e-08,1e-08,separable
1395,20260726,20,12,2.0000000000037501e-07,9.999999999940612e-08,1e-06,replaceable
1396,20260726,20,12,1.9999999998503594e-07,9.999999999940612e-08,1e-10,separable
1396,20260726,20,12,1.9999999998503594e-07,9.999999999940612e-08,1e-08,separable
1396,20260726,20,12,1.9999999998503594e-07,9.999999999940612e-08,1e-06,replaceable
1397,20260726,20,12,1.999999999948442e-07,9.999999999940612e-08,1e-10,separable
1397,20260726,20,12,1.999999999948442e-07,9.999999999940612e-08,1e-08,separable
1397,20260726,20,12,1.999999999948442e-07,9.999999999940612e-08,1e-06,replaceable
1398,20260726,20,12,2.0000000000698394e-07,9.999999999940612e-08,1e-10,separable
1398,20260726,20,12,2.0000000000698394e-07,9.999999999940612e-08,1e-08,separable
1398,20260726,20,12,2.0000000000698394e-07,9.999999999940612e-08,1e-06,replaceable
1399,20260726,20,12,2.0000000000355028e-07,9.999999999940612e-08,1e-10,separable
1399,20260726,20,12,2.0000000000355028e-07,9.999999999940612e-08,1e-08,separable
1399,20260726,20,12,2.0000000000355028e-07,9.999999999940612e-08,1e-06,replaceable
1400,20260726,20,12,1.9999999996244281e-07,9.999999999940612e-08,1e-10,separable
1400,20260726,20,12,1.9999999996244281e-07,9.999999999940612e-08,1e-08,separable
1400,20260726,20,12,1.9999999996244281e-07,9.999999999940612e-08,1e-06,replaceable
1401,20260726,20,12,1.99999999997774e-07,9.999999999940612e-08,1e-10,separable
1401,20260726,20,12,1.99999999997774e-07,9.999999999940612e-08,1e-08,separable
1401,20260726,20,12,1.99999999997774e-07,9.999999999940612e-08,1e-06,replaceable
1402,20260726,20,12,2.000000000199041e-07,9.999999999940612e-08,1e-10,separable
1402,20260726,20,12,2.000000000199041e-07,9.999999999940612e-08,1e-08,separable
1402,20260726,20,12,2.000000000199041e-07,9.999999999940612e-08,1e-06,replaceable
1403,20260726,20,12,2.0000000000639535e-07,9.999999999940612e-08,1e-10,separable
1403,20260726,20,12,2.0000000000639535e-07,9.999999999940612e-08,1e-08,separable
1403,20260726,20,12,2.0000000000639535e-07,9.999999999940612e-08,1e-06,replaceable
1404,20260726,20,12,2.0000000000228169e-07,9.999999999940612e-08,1e-10,separable
1404,20260726,20,12,2.0000000000228169e-07,9.999999999940612e-08,1e-08,separable
1404,20260726,20,12,2.0000000000228169e-07,9.999999999940612e-08,1e-06,replaceable
1405,20260726,20,12,1.9999999999994435e-07,9.999999999940612e-08,1e-10,separable
