n,subset_states,wall_seconds,peak_mib,optimum
8,256,0.0007126999989850447,0.007790565490722656,17.51687264719981
10,1024,0.009515900004771538,0.020310401916503906,24.55673402547717
12,4096,0.05672589999448974,0.0701608657836914,18.449537292899326
14,16384,0.31261729999096133,0.2693948745727539,15.77876045099817
16,65536,1.55739590000303,1.0662622451782227,17.928713419195713
18,262144,23.636206900002435,4.253922462463379,34.09787183546283
