n,subset_states,wall_seconds,peak_mib,optimum
8,256,0.0006816999957663938,0.007790565490722656,17.51687264719981
10,1024,0.010345899994717911,0.020310401916503906,24.55673402547717
12,4096,0.055888899994897656,0.0701608657836914,18.449537292899326
14,16384,0.3043943000084255,0.2693948745727539,15.77876045099817
16,65536,1.507658700007596,1.0662622451782227,17.928713419195713
18,262144,7.332388200011337,4.253922462463379,34.09787183546283
